Programme course id,Programme code,Study Year,Academic Year,Course,Course Type
100112019-20201062,10011,2.0,2019-2020,1062,compulsory
100112019-20201260,10011,2.0,2019-2020,1260,compulsory-elective
100112019-20201168,10011,2.0,2019-2020,1168,compulsory-elective
100112019-20201089,10011,2.0,2019-2020,1089,compulsory-elective
100112019-20201080,10011,2.0,2019-2020,1080,compulsory-elective
100112019-20201299,10011,2.0,2019-2020,1299,elective
100112019-20201291,10011,2.0,2019-2020,1291,elective
100112019-20201286,10011,2.0,2019-2020,1286,elective
100112019-20201156,10011,2.0,2019-2020,1156,elective
100112019-20201144,10011,2.0,2019-2020,1144,elective
100112019-20201015,10011,2.0,2019-2020,1015,elective
100112020-20211218,10011,2.0,2020-2021,1218,compulsory
100112020-20211135,10011,2.0,2020-2021,1135,compulsory
100112020-20211240,10011,2.0,2020-2021,1240,compulsory
100112020-20211089,10011,2.0,2020-2021,1089,compulsory
100112020-20211285,10011,2.0,2020-2021,1285,elective
100112020-20211264,10011,2.0,2020-2021,1264,elective
100112020-20211217,10011,2.0,2020-2021,1217,elective
100112020-20211199,10011,2.0,2020-2021,1199,elective
100112020-20211167,10011,2.0,2020-2021,1167,elective
100112020-20211057,10011,2.0,2020-2021,1057,elective
100112021-20221210,10011,2.0,2021-2022,1210,compulsory
100112021-20221296,10011,2.0,2021-2022,1296,compulsory-elective
100112021-20221282,10011,2.0,2021-2022,1282,compulsory-elective
100112021-20221175,10011,2.0,2021-2022,1175,compulsory-elective
100112021-20221118,10011,2.0,2021-2022,1118,compulsory-elective
100112021-20221278,10011,2.0,2021-2022,1278,elective
100112021-20221133,10011,2.0,2021-2022,1133,elective
100112021-20221098,10011,2.0,2021-2022,1098,elective
100112021-20221081,10011,2.0,2021-2022,1081,elective
100112021-20221057,10011,2.0,2021-2022,1057,elective
100112022-20231242,10011,2.0,2022-2023,1242,compulsory
100112022-20231167,10011,2.0,2022-2023,1167,compulsory
100112022-20231202,10011,2.0,2022-2023,1202,compulsory
100112022-20231148,10011,2.0,2022-2023,1148,compulsory
100112022-20231239,10011,2.0,2022-2023,1239,elective
100112022-20231122,10011,2.0,2022-2023,1122,elective
100112022-20231060,10011,2.0,2022-2023,1060,elective
100112022-20231022,10011,2.0,2022-2023,1022,elective
100112022-20231020,10011,2.0,2022-2023,1020,elective
100112023-20241222,10011,2.0,2023-2024,1222,compulsory
100112023-20241251,10011,2.0,2023-2024,1251,compulsory-elective
100112023-20241191,10011,2.0,2023-2024,1191,compulsory-elective
100112023-20241022,10011,2.0,2023-2024,1022,compulsory-elective
100112023-20241188,10011,2.0,2023-2024,1188,elective
100112023-20241155,10011,2.0,2023-2024,1155,elective
100112023-20241048,10011,2.0,2023-2024,1048,elective
100112023-20241004,10011,2.0,2023-2024,1004,elective
100112013-20141203,10011,3.0,2013-2014,1203,compulsory
100112013-20141174,10011,3.0,2013-2014,1174,compulsory
100112013-20141268,10011,3.0,2013-2014,1268,compulsory-elective
100112013-20141176,10011,3.0,2013-2014,1176,compulsory-elective
100112013-20141046,10011,3.0,2013-2014,1046,compulsory-elective
100112013-20141291,10011,3.0,2013-2014,1291,elective
100112013-20141081,10011,3.0,2013-2014,1081,elective
100112013-20141060,10011,3.0,2013-2014,1060,elective
100112013-20141042,10011,3.0,2013-2014,1042,elective
100112014-20151164,10011,3.0,2014-2015,1164,compulsory
100112014-20151234,10011,3.0,2014-2015,1234,compulsory-elective
100112014-20151112,10011,3.0,2014-2015,1112,compulsory-elective
100112014-20151045,10011,3.0,2014-2015,1045,compulsory-elective
100112014-20151272,10011,3.0,2014-2015,1272,elective
100112014-20151206,10011,3.0,2014-2015,1206,elective
100112014-20151152,10011,3.0,2014-2015,1152,elective
100112014-20151090,10011,3.0,2014-2015,1090,elective
100112014-20151014,10011,3.0,2014-2015,1014,elective
100112015-20161263,10011,3.0,2015-2016,1263,compulsory
100112015-20161037,10011,3.0,2015-2016,1037,compulsory
100112015-20161081,10011,3.0,2015-2016,1081,compulsory-elective
100112015-20161080,10011,3.0,2015-2016,1080,compulsory-elective
100112015-20161067,10011,3.0,2015-2016,1067,compulsory-elective
100112015-20161012,10011,3.0,2015-2016,1012,compulsory-elective
100112015-20161191,10011,3.0,2015-2016,1191,elective
100112015-20161103,10011,3.0,2015-2016,1103,elective
100112015-20161055,10011,3.0,2015-2016,1055,elective
100112015-20161051,10011,3.0,2015-2016,1051,elective
100112015-20161044,10011,3.0,2015-2016,1044,elective
100112016-20171243,10011,3.0,2016-2017,1243,compulsory
100112016-20171273,10011,3.0,2016-2017,1273,compulsory-elective
100112016-20171211,10011,3.0,2016-2017,1211,compulsory-elective
100112016-20171172,10011,3.0,2016-2017,1172,compulsory-elective
100112016-20171134,10011,3.0,2016-2017,1134,compulsory-elective
100112016-20171281,10011,3.0,2016-2017,1281,elective
100112016-20171269,10011,3.0,2016-2017,1269,elective
100112016-20171173,10011,3.0,2016-2017,1173,elective
100112016-20171168,10011,3.0,2016-2017,1168,elective
100112016-20171152,10011,3.0,2016-2017,1152,elective
100112016-20171078,10011,3.0,2016-2017,1078,elective
100112017-20181239,10011,3.0,2017-2018,1239,compulsory
100112017-20181228,10011,3.0,2017-2018,1228,compulsory
100112017-20181184,10011,3.0,2017-2018,1184,compulsory-elective
100112017-20181130,10011,3.0,2017-2018,1130,compulsory-elective
100112017-20181112,10011,3.0,2017-2018,1112,compulsory-elective
100112017-20181028,10011,3.0,2017-2018,1028,compulsory-elective
100112017-20181280,10011,3.0,2017-2018,1280,elective
100112017-20181260,10011,3.0,2017-2018,1260,elective
100112017-20181234,10011,3.0,2017-2018,1234,elective
100112017-20181172,10011,3.0,2017-2018,1172,elective
100112017-20181024,10011,3.0,2017-2018,1024,elective
100112018-20191136,10011,3.0,2018-2019,1136,compulsory
100112018-20191127,10011,3.0,2018-2019,1127,compulsory
100112018-20191230,10011,3.0,2018-2019,1230,compulsory-elective
100112018-20191112,10011,3.0,2018-2019,1112,compulsory-elective
100112018-20191034,10011,3.0,2018-2019,1034,compulsory-elective
100112018-20191271,10011,3.0,2018-2019,1271,elective
100112018-20191195,10011,3.0,2018-2019,1195,elective
100112018-20191179,10011,3.0,2018-2019,1179,elective
100112018-20191174,10011,3.0,2018-2019,1174,elective
100112018-20191092,10011,3.0,2018-2019,1092,elective
100112019-20201264,10011,3.0,2019-2020,1264,compulsory
100112019-20201229,10011,3.0,2019-2020,1229,compulsory
100112019-20201261,10011,3.0,2019-2020,1261,compulsory-elective
100112019-20201233,10011,3.0,2019-2020,1233,compulsory-elective
100112019-20201225,10011,3.0,2019-2020,1225,compulsory-elective
100112019-20201033,10011,3.0,2019-2020,1033,compulsory-elective
100112019-20201223,10011,3.0,2019-2020,1223,elective
100112019-20201078,10011,3.0,2019-2020,1078,elective
100112019-20201050,10011,3.0,2019-2020,1050,elective
100112019-20201036,10011,3.0,2019-2020,1036,elective
100112019-20201014,10011,3.0,2019-2020,1014,elective
100112020-20211275,10011,3.0,2020-2021,1275,compulsory
100112020-20211178,10011,3.0,2020-2021,1178,compulsory-elective
100112020-20211083,10011,3.0,2020-2021,1083,compulsory-elective
100112020-20211014,10011,3.0,2020-2021,1014,compulsory-elective
100112020-20211256,10011,3.0,2020-2021,1256,elective
100112020-20211242,10011,3.0,2020-2021,1242,elective
100112020-20211213,10011,3.0,2020-2021,1213,elective
100112020-20211165,10011,3.0,2020-2021,1165,elective
100112020-20211085,10011,3.0,2020-2021,1085,elective
100112020-20211062,10011,3.0,2020-2021,1062,elective
100112021-20221095,10011,3.0,2021-2022,1095,compulsory
100112021-20221168,10011,3.0,2021-2022,1168,compulsory-elective
100112021-20221025,10011,3.0,2021-2022,1025,compulsory-elective
100112021-20221274,10011,3.0,2021-2022,1274,elective
100112021-20221267,10011,3.0,2021-2022,1267,elective
100112021-20221172,10011,3.0,2021-2022,1172,elective
100112021-20221021,10011,3.0,2021-2022,1021,elective
100112021-20221018,10011,3.0,2021-2022,1018,elective
100112022-20231085,10011,3.0,2022-2023,1085,compulsory
100112022-20231254,10011,3.0,2022-2023,1254,compulsory-elective
100112022-20231230,10011,3.0,2022-2023,1230,compulsory-elective
100112022-20231174,10011,3.0,2022-2023,1174,compulsory-elective
100112022-20231261,10011,3.0,2022-2023,1261,elective
100112022-20231235,10011,3.0,2022-2023,1235,elective
100112022-20231197,10011,3.0,2022-2023,1197,elective
100112022-20231187,10011,3.0,2022-2023,1187,elective
100112022-20231024,10011,3.0,2022-2023,1024,elective
100112022-20231016,10011,3.0,2022-2023,1016,elective
100112023-20241138,10011,3.0,2023-2024,1138,compulsory
100112023-20241115,10011,3.0,2023-2024,1115,compulsory
100112023-20241242,10011,3.0,2023-2024,1242,compulsory-elective
100112023-20241081,10011,3.0,2023-2024,1081,compulsory-elective
100112023-20241043,10011,3.0,2023-2024,1043,compulsory-elective
100112023-20241298,10011,3.0,2023-2024,1298,elective
100112023-20241278,10011,3.0,2023-2024,1278,elective
100112023-20241263,10011,3.0,2023-2024,1263,elective
100112023-20241141,10011,3.0,2023-2024,1141,elective
100112023-20241118,10011,3.0,2023-2024,1118,elective
100122013-20141149,10012,1.0,2013-2014,1149,compulsory
100122013-20141147,10012,1.0,2013-2014,1147,compulsory
100122013-20141187,10012,1.0,2013-2014,1187,compulsory-elective
100122013-20141179,10012,1.0,2013-2014,1179,compulsory-elective
100122013-20141173,10012,1.0,2013-2014,1173,compulsory-elective
100122013-20141100,10012,1.0,2013-2014,1100,compulsory-elective
100122013-20141253,10012,1.0,2013-2014,1253,elective
100122013-20141231,10012,1.0,2013-2014,1231,elective
100122013-20141202,10012,1.0,2013-2014,1202,elective
100122013-20141200,10012,1.0,2013-2014,1200,elective
100122013-20141181,10012,1.0,2013-2014,1181,elective
100122013-20141091,10012,1.0,2013-2014,1091,elective
100122014-20151158,10012,1.0,2014-2015,1158,compulsory
100122014-20151037,10012,1.0,2014-2015,1037,compulsory
100122014-20151162,10012,1.0,2014-2015,1162,compulsory-elective
100122014-20151081,10012,1.0,2014-2015,1081,compulsory-elective
100122014-20151075,10012,1.0,2014-2015,1075,compulsory-elective
100122014-20151049,10012,1.0,2014-2015,1049,compulsory-elective
100122014-20151263,10012,1.0,2014-2015,1263,elective
100122014-20151207,10012,1.0,2014-2015,1207,elective
100122014-20151108,10012,1.0,2014-2015,1108,elective
100122014-20151080,10012,1.0,2014-2015,1080,elective
100122014-20151054,10012,1.0,2014-2015,1054,elective
100122014-20151051,10012,1.0,2014-2015,1051,elective
100122015-20161146,10012,1.0,2015-2016,1146,compulsory
100122015-20161246,10012,1.0,2015-2016,1246,compulsory-elective
100122015-20161098,10012,1.0,2015-2016,1098,compulsory-elective
100122015-20161097,10012,1.0,2015-2016,1097,compulsory-elective
100122015-20161207,10012,1.0,2015-2016,1207,elective
100122015-20161206,10012,1.0,2015-2016,1206,elective
100122015-20161189,10012,1.0,2015-2016,1189,elective
100122015-20161161,10012,1.0,2015-2016,1161,elective
100122015-20161129,10012,1.0,2015-2016,1129,elective
100122015-20161090,10012,1.0,2015-2016,1090,elective
100122016-20171209,10012,1.0,2016-2017,1209,compulsory
100122016-20171050,10012,1.0,2016-2017,1050,compulsory
100122016-20171240,10012,1.0,2016-2017,1240,compulsory-elective
100122016-20171137,10012,1.0,2016-2017,1137,compulsory-elective
100122016-20171134,10012,1.0,2016-2017,1134,compulsory-elective
100122016-20171039,10012,1.0,2016-2017,1039,compulsory-elective
100122016-20171281,10012,1.0,2016-2017,1281,elective
100122016-20171265,10012,1.0,2016-2017,1265,elective
100122016-20171156,10012,1.0,2016-2017,1156,elective
100122016-20171060,10012,1.0,2016-2017,1060,elective
100122016-20171037,10012,1.0,2016-2017,1037,elective
100122017-20181292,10012,1.0,2017-2018,1292,compulsory
100122017-20181257,10012,1.0,2017-2018,1257,compulsory-elective
100122017-20181250,10012,1.0,2017-2018,1250,compulsory-elective
100122017-20181293,10012,1.0,2017-2018,1293,elective
100122017-20181247,10012,1.0,2017-2018,1247,elective
100122017-20181073,10012,1.0,2017-2018,1073,elective
100122017-20181019,10012,1.0,2017-2018,1019,elective
100122018-20191297,10012,1.0,2018-2019,1297,compulsory
100122018-20191078,10012,1.0,2018-2019,1078,compulsory
100122018-20191086,10012,1.0,2018-2019,1086,compulsory
100122018-20191003,10012,1.0,2018-2019,1003,compulsory
100122018-20191294,10012,1.0,2018-2019,1294,elective
100122018-20191215,10012,1.0,2018-2019,1215,elective
100122018-20191120,10012,1.0,2018-2019,1120,elective
100122018-20191042,10012,1.0,2018-2019,1042,elective
100122019-20201139,10012,1.0,2019-2020,1139,compulsory
100122019-20201270,10012,1.0,2019-2020,1270,compulsory-elective
100122019-20201198,10012,1.0,2019-2020,1198,compulsory-elective
100122019-20201164,10012,1.0,2019-2020,1164,compulsory-elective
100122019-20201273,10012,1.0,2019-2020,1273,elective
100122019-20201105,10012,1.0,2019-2020,1105,elective
100122019-20201070,10012,1.0,2019-2020,1070,elective
100122019-20201042,10012,1.0,2019-2020,1042,elective
100122019-20201031,10012,1.0,2019-2020,1031,elective
100122020-20211106,10012,1.0,2020-2021,1106,compulsory
100122020-20211160,10012,1.0,2020-2021,1160,compulsory-elective
100122020-20211091,10012,1.0,2020-2021,1091,compulsory-elective
100122020-20211062,10012,1.0,2020-2021,1062,compulsory-elective
100122020-20211265,10012,1.0,2020-2021,1265,elective
100122020-20211175,10012,1.0,2020-2021,1175,elective
100122020-20211142,10012,1.0,2020-2021,1142,elective
100122020-20211077,10012,1.0,2020-2021,1077,elective
100122020-20211012,10012,1.0,2020-2021,1012,elective
100122021-20221231,10012,1.0,2021-2022,1231,compulsory
100122021-20221026,10012,1.0,2021-2022,1026,compulsory
100122021-20221274,10012,1.0,2021-2022,1274,compulsory-elective
100122021-20221260,10012,1.0,2021-2022,1260,compulsory-elective
100122021-20221039,10012,1.0,2021-2022,1039,compulsory-elective
100122021-20221029,10012,1.0,2021-2022,1029,compulsory-elective
100122021-20221279,10012,1.0,2021-2022,1279,elective
100122021-20221155,10012,1.0,2021-2022,1155,elective
100122021-20221137,10012,1.0,2021-2022,1137,elective
100122021-20221089,10012,1.0,2021-2022,1089,elective
100122021-20221074,10012,1.0,2021-2022,1074,elective
100122021-20221010,10012,1.0,2021-2022,1010,elective
100122022-20231071,10012,1.0,2022-2023,1071,compulsory
100122022-20231076,10012,1.0,2022-2023,1076,compulsory-elective
100122022-20231044,10012,1.0,2022-2023,1044,compulsory-elective
100122022-20231009,10012,1.0,2022-2023,1009,compulsory-elective
100122022-20231270,10012,1.0,2022-2023,1270,elective
100122022-20231197,10012,1.0,2022-2023,1197,elective
100122022-20231155,10012,1.0,2022-2023,1155,elective
100122022-20231152,10012,1.0,2022-2023,1152,elective
100122022-20231078,10012,1.0,2022-2023,1078,elective
100122023-20241068,10012,1.0,2023-2024,1068,compulsory
100122023-20241012,10012,1.0,2023-2024,1012,compulsory
100122023-20241186,10012,1.0,2023-2024,1186,compulsory-elective
100122023-20241169,10012,1.0,2023-2024,1169,compulsory-elective
100122023-20241072,10012,1.0,2023-2024,1072,compulsory-elective
100122023-20241267,10012,1.0,2023-2024,1267,elective
100122023-20241197,10012,1.0,2023-2024,1197,elective
100122023-20241161,10012,1.0,2023-2024,1161,elective
100122023-20241065,10012,1.0,2023-2024,1065,elective
100122023-20241062,10012,1.0,2023-2024,1062,elective
100122023-20241006,10012,1.0,2023-2024,1006,elective
100122013-20141163,10012,2.0,2013-2014,1163,compulsory
100122013-20141292,10012,2.0,2013-2014,1292,compulsory-elective
100122013-20141227,10012,2.0,2013-2014,1227,compulsory-elective
100122013-20141197,10012,2.0,2013-2014,1197,compulsory-elective
100122013-20141299,10012,2.0,2013-2014,1299,elective
100122013-20141181,10012,2.0,2013-2014,1181,elective
100122013-20141170,10012,2.0,2013-2014,1170,elective
100122013-20141010,10012,2.0,2013-2014,1010,elective
100122014-20151248,10012,2.0,2014-2015,1248,compulsory
100122014-20151105,10012,2.0,2014-2015,1105,compulsory-elective
100122014-20151065,10012,2.0,2014-2015,1065,compulsory-elective
100122014-20151043,10012,2.0,2014-2015,1043,compulsory-elective
100122014-20151008,10012,2.0,2014-2015,1008,compulsory-elective
100122014-20151218,10012,2.0,2014-2015,1218,compulsory-elective
100122014-20151217,10012,2.0,2014-2015,1217,compulsory-elective
100122014-20151208,10012,2.0,2014-2015,1208,compulsory-elective
100122014-20151037,10012,2.0,2014-2015,1037,compulsory-elective
100122015-20161291,10012,2.0,2015-2016,1291,compulsory
100122015-20161208,10012,2.0,2015-2016,1208,compulsory
100122015-20161287,10012,2.0,2015-2016,1287,compulsory
100122015-20161066,10012,2.0,2015-2016,1066,compulsory
100122015-20161279,10012,2.0,2015-2016,1279,elective
100122015-20161153,10012,2.0,2015-2016,1153,elective
100122015-20161110,10012,2.0,2015-2016,1110,elective
100122015-20161108,10012,2.0,2015-2016,1108,elective
100122015-20161080,10012,2.0,2015-2016,1080,elective
100122015-20161054,10012,2.0,2015-2016,1054,elective
100122016-20171265,10012,2.0,2016-2017,1265,compulsory
100122016-20171222,10012,2.0,2016-2017,1222,compulsory
